"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Rogers County, OK"	"40131"	4184	449852	930.1	838.7
	"Seminole County, OK"	"40133"	1718	127016	1352.6	1089.0
	"Sequoyah County, OK"	"40135"	2543	206720	1230.2	1036.5
	"Stephens County, OK"	"40137"	2840	223153	1272.7	949.3
	"Texas County, OK"	"40139"	853	107495	793.5	890.6
	"Tillman County, OK"	"40141"	490	38057	1287.5	971.0
	"Tulsa County, OK"	"40143"	28411	3149113	902.2	860.7
	"Wagoner County, OK"	"40145"	3063	380949	804.0	780.9
	"Washington County, OK"	"40147"	3031	259461	1168.2	821.8
	"Washita County, OK"	"40149"	684	58132	1176.6	896.9
	"Woods County, OK"	"40151"	481	45626	1054.2	804.9
	"Woodward County, OK"	"40153"	929	105554	880.1	826.1
	"Baker County, OR"	"41001"	1027	80148	1281.4	760.6
	"Benton County, OR"	"41003"	2822	437275	645.4	579.7
	"Clackamas County, OR"	"41005"	16324	1974836	826.6	666.1
	"Clatsop County, OR"	"41007"	1974	188299	1048.3	777.0
	"Columbia County, OR"	"41009"	2193	248227	883.5	725.1
	"Coos County, OR"	"41011"	4334	314720	1377.1	848.9
	"Crook County, OR"	"41013"	1209	106671	1133.4	737.0
	"Curry County, OR"	"41015"	1933	111822	1728.6	865.2
	"Deschutes County, OR"	"41017"	7029	854066	823.0	647.9
	"Douglas County, OR"	"41019"	7069	536874	1316.7	806.5
	"Gilliam County, OR"	"41021"	102	9540	1069.2	621.6
	"Grant County, OR"	"41023"	412	36135	1140.2	607.6
	"Harney County, OR"	"41025"	420	36068	1164.5	785.4
	"Hood River County, OR"	"41027"	909	114211	795.9	672.0
	"Jackson County, OR"	"41029"	11612	1054580	1101.1	745.1
	"Jefferson County, OR"	"41031"	1006	111526	902.0	792.3
	"Josephine County, OR"	"41033"	5949	420316	1415.4	837.5
	"Klamath County, OR"	"41035"	3750	329731	1137.3	856.6
	"Lake County, OR"	"41037"	464	38993	1190.0	763.9
	"Lane County, OR"	"41039"	17142	1801366	951.6	731.4
	"Lincoln County, OR"	"41041"	2849	233426	1220.5	771.4
	"Linn County, OR"	"41043"	6131	599309	1023.0	801.4
	"Malheur County, OR"	"41045"	1513	152370	993.0	806.9
	"Marion County, OR"	"41047"	13508	1632637	827.4	731.6
	"Morrow County, OR"	"41049"	408	56033	728.1	688.8
	"Multnomah County, OR"	"41051"	28242	3890966	725.8	736.0
	"Polk County, OR"	"41053"	3302	392348	841.6	666.4
	"Sherman County, OR"	"41055"	100	8528	1172.6	644.5
	"Tillamook County, OR"	"41057"	1472	127761	1152.2	746.2
	"Umatilla County, OR"	"41059"	3235	382908	844.9	765.1
	"Union County, OR"	"41061"	1310	128792	1017.1	729.8
	"Wallowa County, OR"	"41063"	436	34178	1275.7	712.0
	"Wasco County, OR"	"41065"	1600	128286	1247.2	837.3
	"Washington County, OR"	"41067"	16069	2820442	569.7	585.8
	"Wheeler County, OR"	"41069"	97	6865	1413.0	657.3
	"Yamhill County, OR"	"41071"	4380	511084	857.0	694.8
	"Adams County, PA"	"42001"	5077	508797	997.8	714.4
	"Allegheny County, PA"	"42003"	68149	6151802	1107.8	772.9
	"Armstrong County, PA"	"42005"	4282	337561	1268.5	826.1
	"Beaver County, PA"	"42007"	10789	846024	1275.3	824.3
	"Bedford County, PA"	"42009"	2831	244258	1159.0	766.2
	"Berks County, PA"	"42011"	19323	2070486	933.3	729.9
	"Blair County, PA"	"42013"	8071	629585	1282.0	846.3
	"Bradford County, PA"	"42015"	3403	309040	1101.2	777.0
	"Bucks County, PA"	"42017"	28982	3131102	925.6	688.2
	"Butler County, PA"	"42019"	9591	929870	1031.4	750.1
	"Cambria County, PA"	"42021"	9261	688811	1344.5	847.3
	"Cameron County, PA"	"42023"	290	24036	1206.5	659.2
	"Carbon County, PA"	"42025"	4050	321649	1259.1	870.5
	"Centre County, PA"	"42027"	4652	795888	584.5	583.5
	"Chester County, PA"	"42029"	18947	2560138	740.1	628.0
	"Clarion County, PA"	"42031"	2093	194694	1075.0	805.6
	"Clearfield County, PA"	"42033"	4627	405848	1140.1	778.8
	"Clinton County, PA"	"42035"	1988	197680	1005.7	763.9
	"Columbia County, PA"	"42037"	3392	333860	1016.0	764.5
	"Crawford County, PA"	"42039"	4994	435133	1147.7	859.2
	"Cumberland County, PA"	"42041"	11398	1219190	934.9	689.3
	"Dauphin County, PA"	"42043"	12277	1359808	902.8	746.7
	"Delaware County, PA"	"42045"	27362	2811578	973.2	759.8
	"Elk County, PA"	"42047"	1951	155556	1254.2	792.4
	"Erie County, PA"	"42049"	14388	1395664	1030.9	809.4
	"Fayette County, PA"	"42051"	8947	671144	1333.1	891.0
	"Forest County, PA"	"42053"	431	37467	1150.3	840.8
	"Franklin County, PA"	"42055"	7467	763535	978.0	701.4
	"Fulton County, PA"	"42057"	818	73266	1116.5	859.1
	"Greene County, PA"	"42059"	2187	188343	1161.2	892.4
	"Huntingdon County, PA"	"42061"	2262	229222	986.8	720.6
	"Indiana County, PA"	"42063"	4473	437457	1022.5	773.1
	"Jefferson County, PA"	"42065"	2800	222873	1256.3	837.6
	"Juniata County, PA"	"42067"	1304	124053	1051.2	720.4
	"Lackawanna County, PA"	"42069"	13449	1065028	1262.8	844.6
	"Lancaster County, PA"	"42071"	24496	2665552	919.0	681.9
	"Lawrence County, PA"	"42073"	5820	442639	1314.8	830.6
	"Lebanon County, PA"	"42075"	7107	684748	1037.9	717.9
	"Lehigh County, PA"	"42077"	16814	1793960	937.3	719.2
	"Luzerne County, PA"	"42079"	20069	1594587	1258.6	846.4
	"Lycoming County, PA"	"42081"	6295	581566	1082.4	774.8
	"Mc Kean County, PA"	"42083"	2608	213047	1224.1	862.6
	"Mercer County, PA"	"42085"	7127	572990	1243.8	791.6
	"Mifflin County, PA"	"42087"	2635	232924	1131.3	749.1
	"Monroe County, PA"	"42089"	7068	835632	845.8	755.9
	"Montgomery County, PA"	"42091"	36751	4079378	900.9	650.2
	"Montour County, PA"	"42093"	1136	92018	1234.5	763.6
	"Northampton County, PA"	"42095"	14662	1502600	975.8	686.4
	"Northumberland County, PA"	"42097"	5771	467951	1233.2	804.3
	"Perry County, PA"	"42099"	2244	228235	983.2	849.3
	"Philadelphia County, PA"	"42101"	70960	7799692	909.8	879.8
	"Pike County, PA"	"42103"	2463	281050	876.4	636.7
	"Potter County, PA"	"42105"	1038	86196	1204.2	755.4
	"Schuylkill County, PA"	"42107"	9867	727513	1356.3	908.7
	"Snyder County, PA"	"42109"	1759	201232	874.1	684.7
	"Somerset County, PA"	"42111"	4931	381004	1294.2	805.7
	"Sullivan County, PA"	"42113"	511	31511	1621.7	902.6
	"Susquehanna County, PA"	"42115"	2388	209162	1141.7	810.0
	"Tioga County, PA"	"42117"	2236	210154	1064.0	750.1
	"Union County, PA"	"42119"	1834	225892	811.9	603.8
	"Venango County, PA"	"42121"	3209	267299	1200.5	794.4
	"Warren County, PA"	"42123"	2517	203245	1238.4	788.0
	"Washington County, PA"	"42125"	12738	1041347	1223.2	825.6
	"Wayne County, PA"	"42127"	3085	256537	1202.6	840.6
	"Westmoreland County, PA"	"42129"	22381	1796885	1245.5	781.6
	"Wyoming County, PA"	"42131"	1503	139875	1074.5	814.8
	"York County, PA"	"42133"	19847	2203021	900.9	730.9
	"Bristol County, RI"	"44001"	2577	246138	1047.0	647.8
	"Kent County, RI"	"44003"	8581	824428	1040.8	723.0
	"Newport County, RI"	"44005"	4012	413568	970.1	648.6
	"Providence County, RI"	"44007"	28023	3156720	887.7	722.3
	"Washington County, RI"	"44009"	5621	631593	890.0	636.5
	"Abbeville County, SC"	"45001"	1446	124753	1159.1	860.9
	"Aiken County, SC"	"45003"	8413	825731	1018.9	817.3
	"Allendale County, SC"	"45005"	564	47947	1176.3	998.6
	"Anderson County, SC"	"45007"	10520	963544	1091.8	899.1
	"Bamberg County, SC"	"45009"	900	75285	1195.5	906.9
	"Barnwell County, SC"	"45011"	1321	109587	1205.4	1024.9
	"Beaufort County, SC"	"45013"	7388	876579	842.8	571.9
	"Berkeley County, SC"	"45015"	6751	995407	678.2	766.8
	"Calhoun County, SC"	"45017"	838	74428	1125.9	826.4
	"Charleston County, SC"	"45019"	15166	1903366	796.8	727.1
	"Cherokee County, SC"	"45021"	3062	281368	1088.3	966.5
	"Chester County, SC"	"45023"	1978	162175	1219.7	997.6
	"Chesterfield County, SC"	"45025"	2555	230416	1108.9	972.1
	"Clarendon County, SC"	"45027"	1903	170281	1117.6	863.7
	"Colleton County, SC"	"45029"	2530	189422	1335.6	1039.7
	"Darlington County, SC"	"45031"	4095	338443	1210.0	1013.5
	"Dillon County, SC"	"45033"	1888	156366	1207.4	1067.2
	"Dorchester County, SC"	"45035"	5124	742584	690.0	790.4
	"Edgefield County, SC"	"45037"	1110	131940	841.3	735.1
	"Fairfield County, SC"	"45039"	1449	115127	1258.6	994.7
	"Florence County, SC"	"45041"	7410	692875	1069.5	969.6
	"Georgetown County, SC"	"45043"	3692	304020	1214.4	816.9
	"Greenville County, SC"	"45045"	20505	2410957	850.5	788.5
	"Greenwood County, SC"	"45047"	3621	349403	1036.3	815.8
	"Hampton County, SC"	"45049"	1129	101481	1112.5	968.5
	"Horry County, SC"	"45051"	15788	1502090	1051.1	830.5
	"Jasper County, SC"	"45053"	1118	135928	822.5	751.3
	"Kershaw County, SC"	"45055"	3277	315450	1038.8	878.8
	"Lancaster County, SC"	"45057"	4160	418522	994.0	813.4
	"Laurens County, SC"	"45059"	4097	332211	1233.3	986.2
	"Lee County, SC"	"45061"	1125	90947	1237.0	1021.4
	"Lexington County, SC"	"45063"	11524	1388512	830.0	789.8
	"McCormick County, SC"	"45065"	622	49031	1268.6	818.6
	"Marion County, SC"	"45067"	2131	159874	1332.9	1089.7
	"Marlboro County, SC"	"45069"	1772	138512	1279.3	1127.9
	"Newberry County, SC"	"45071"	2150	188748	1139.1	881.6
	"Oconee County, SC"	"45073"	4323	376877	1147.1	838.5
	"Orangeburg County, SC"	"45075"	5204	448653	1159.9	951.9
	"Pickens County, SC"	"45077"	5814	603608	963.2	872.7
	"Richland County, SC"	"45079"	14861	2008717	739.8	825.5
	"Saluda County, SC"	"45081"	1091	100566	1084.9	817.2
	"Spartanburg County, SC"	"45083"	14835	1471144	1008.4	911.0
	"Sumter County, SC"	"45085"	5370	538412	997.4	911.1
	"Union County, SC"	"45087"	1971	139640	1411.5	1063.1
	"Williamsburg County, SC"	"45089"	2072	164078	1262.8	999.5
	"York County, SC"	"45091"	9899	1228032	806.1	837.6
	"Aurora County, SD"	"46003"	134	13662	980.8	596.2
	"Beadle County, SD"	"46005"	957	90773	1054.3	724.0
	"Bennett County, SD"	"46007"	170	17226	986.9	1012.4
	"Bon Homme County, SD"	"46009"	374	35004	1068.4	590.0
	"Brookings County, SD"	"46011"	998	167173	597.0	664.3
	"Brown County, SD"	"46013"	1912	192151	995.1	707.0
	"Brule County, SD"	"46015"	289	26562	1088.0	728.5
	"Buffalo County, SD"	"46017"	104	10260	1013.6	1463.1
	"Butte County, SD"	"46019"	518	51340	1009.0	726.9
	"Campbell County, SD"	"46021"	69	6894	1000.9	612.4
	"Charles Mix County, SD"	"46023"	504	46384	1086.6	806.2
	"Clark County, SD"	"46025"	222	18197	1220.0	670.6
	"Clay County, SD"	"46027"	508	70143	724.2	781.6
	"Codington County, SD"	"46029"	1192	139430	854.9	651.0
	"Corson County, SD"	"46031"	229	20852	1098.2	1242.3
	"Custer County, SD"	"46033"	452	42236	1070.2	650.6
	"Davison County, SD"	"46035"	1069	99118	1078.5	705.1
	"Day County, SD"	"46037"	363	27941	1299.2	668.6
	"Deuel County, SD"	"46039"	211	21543	979.4	597.7
	"Dewey County, SD"	"46041"	327	28260	1157.1	1376.1
	"Douglas County, SD"	"46043"	211	14807	1425.0	624.5
	"Edmunds County, SD"	"46045"	220	20001	1099.9	605.6
	"Fall River County, SD"	"46047"	596	34370	1734.1	968.2
	"Faulk County, SD"	"46049"	160	11771	1359.3	690.1
	"Grant County, SD"	"46051"	440	35976	1223.0	734.2
	"Gregory County, SD"	"46053"	326	21085	1546.1	826.1
	"Haakon County, SD"	"46055"	136	9399	1447.0	717.0
	"Hamlin County, SD"	"46057"	340	29973	1134.4	769.3
	"Hand County, SD"	"46059"	232	16793	1381.5	629.1
	"Hanson County, SD"	"46061"	111	16951	654.8	751.9
	"Harding County, SD"	"46063"	34	6392	531.9	431.0
	"Hughes County, SD"	"46065"	699	87589	798.0	638.7
	"Hutchinson County, SD"	"46067"	567	36322	1561.0	696.8
	"Hyde County, SD"	"46069"	104	6962	1493.8	741.8
	"Jackson County, SD"	"46071"	174	16340	1064.9	995.5
	"Jerauld County, SD"	"46073"	135	10146	1330.6	623.1
	"Jones County, SD"	"46075"	46	4802	957.9	575.8
	"Kingsbury County, SD"	"46077"	348	25351	1372.7	770.9
	"Lake County, SD"	"46079"	573	61657	929.3	627.6
	"Lawrence County, SD"	"46081"	1175	124296	945.3	664.3
	"Lincoln County, SD"	"46083"	1089	256980	423.8	477.3
	"Lyman County, SD"	"46085"	177	19275	918.3	853.1
	"McCook County, SD"	"46087"	392	28078	1396.1	888.5
	"McPherson County, SD"	"46089"	196	12129	1616.0	726.9
	"Marshall County, SD"	"46091"	254	23716	1071.0	691.7
	"Meade County, SD"	"46093"	947	134199	705.7	678.5
	"Mellette County, SD"	"46095"	117	10417	1123.2	1038.7
	"Miner County, SD"	"46097"	163	11496	1417.9	787.2
	"Minnehaha County, SD"	"46099"	6577	910068	722.7	700.5
	"Moody County, SD"	"46101"	267	32223	828.6	625.0
	"Pennington County, SD"	"46103"	4172	536492	777.6	644.3
	"Perkins County, SD"	"46105"	209	15091	1384.9	730.3
	"Potter County, SD"	"46107"	186	11660	1595.2	742.6
	"Roberts County, SD"	"46109"	587	51469	1140.5	850.4
	"Sanborn County, SD"	"46111"	152	11746	1294.1	763.6
	"Shannon County, SD"	"46113"	679	71317	952.1	1390.1
	"Spink County, SD"	"46115"	396	32694	1211.2	733.5
	"Stanley County, SD"	"46117"	101	14821	681.5	577.4
	"Sully County, SD"	"46119"	48	7151	671.2	444.0
	"Todd County, SD"	"46121"	467	50094	932.2	1318.3
	"Tripp County, SD"	"46123"	364	27373	1329.8	727.1
	"Turner County, SD"	"46125"	528	41444	1274.0	751.4
	"Union County, SD"	"46127"	589	74208	793.7	637.1
	"Walworth County, SD"	"46129"	432	27688	1560.2	820.1
	"Yankton County, SD"	"46135"	1125	113246	993.4	675.7
	"Ziebach County, SD"	"46137"	72	14090	511.0	724.4
	"Anderson County, TN"	"47001"	4685	377727	1240.3	867.8
	"Bedford County, TN"	"47003"	2366	231653	1021.4	975.0
	"Benton County, TN"	"47005"	1255	80864	1552.0	1054.3
	"Bledsoe County, TN"	"47007"	669	70366	950.7	775.4
	"Blount County, TN"	"47009"	6770	630958	1073.0	822.5
	"Bradley County, TN"	"47011"	5030	514300	978.0	859.0
	"Campbell County, TN"	"47013"	2873	200040	1436.2	1104.6
	"Cannon County, TN"	"47015"	891	69274	1286.2	993.7
	"Carroll County, TN"	"47017"	2078	142086	1462.5	1065.0
	"Carter County, TN"	"47019"	3484	283535	1228.8	881.0
	"Cheatham County, TN"	"47021"	1947	197876	983.9	1014.6
	"Chester County, TN"	"47023"	928	86777	1069.4	876.5
	"Claiborne County, TN"	"47025"	2183	158505	1377.2	1099.5
	"Clay County, TN"	"47027"	579	38843	1490.6	998.2
	"Cocke County, TN"	"47029"	2554	176282	1448.8	1125.3
	"Coffee County, TN"	"47031"	3299	269040	1226.2	1007.0
	"Crockett County, TN"	"47033"	890	72788	1222.7	933.0
	"Cumberland County, TN"	"47035"	4011	289477	1385.6	825.7
	"Davidson County, TN"	"47037"	25919	3339426	776.2	834.4
	"Decatur County, TN"	"47039"	868	58516	1483.4	947.7
	"DeKalb County, TN"	"47041"	1217	95796	1270.4	1043.6
	"Dickson County, TN"	"47043"	2652	254628	1041.5	936.8
	"Dyer County, TN"	"47045"	2227	189848	1173.0	975.1
	"Fayette County, TN"	"47047"	1936	195354	991.0	779.2
	"Fentress County, TN"	"47049"	1225	89678	1366.0	1059.6
	"Franklin County, TN"	"47051"	2504	206741	1211.2	921.2
	"Gibson County, TN"	"47053"	3371	247556	1361.7	1034.7
	"Giles County, TN"	"47055"	1785	145168	1229.6	923.9
	"Grainger County, TN"	"47057"	1402	114067	1229.1	1023.8
	"Greene County, TN"	"47059"	4396	342508	1283.5	961.3
	"Grundy County, TN"	"47061"	1040	67471	1541.4	1198.8
	"Hamblen County, TN"	"47063"	3775	316015	1194.6	967.6
	"Hamilton County, TN"	"47065"	17197	1756523	979.0	794.8
	"Hancock County, TN"	"47067"	499	33046	1510.0	1144.5
	"Hardeman County, TN"	"47069"	1465	129873	1128.0	958.4
	"Hardin County, TN"	"47071"	1921	129193	1486.9	1048.4
	"Hawkins County, TN"	"47073"	3520	282836	1244.5	973.2
	"Haywood County, TN"	"47075"	976	90644	1076.7	881.2
	"Henderson County, TN"	"47077"	1667	139761	1192.8	1013.9
	"Henry County, TN"	"47079"	2325	161456	1440.0	992.0
	"Hickman County, TN"	"47081"	1370	121255	1129.9	984.0
	"Houston County, TN"	"47083"	557	41168	1353.0	1008.7
	"Humphreys County, TN"	"47085"	1190	91079	1306.6	995.2
	"Jackson County, TN"	"47087"	785	57632	1362.1	990.1
	"Jefferson County, TN"	"47089"	2940	264254	1112.6	880.7
	"Johnson County, TN"	"47091"	1148	89613	1281.1	942.9
	"Knox County, TN"	"47093"	21334	2240819	952.1	852.7
	"Lake County, TN"	"47095"	484	38215	1266.5	1131.2
	"Lauderdale County, TN"	"47097"	1456	136307	1068.2	1027.4
	"Lawrence County, TN"	"47099"	2610	212032	1230.9	981.8
	"Lewis County, TN"	"47101"	730	59535	1226.2	933.4
	"Lincoln County, TN"	"47103"	2044	167912	1217.3	950.6
	"Loudon County, TN"	"47105"	3201	253184	1264.3	840.1
	"McMinn County, TN"	"47107"	3337	263030	1268.7	970.5
	"McNairy County, TN"	"47109"	1783	130284	1368.5	1033.6
	"Macon County, TN"	"47111"	1367	114620	1192.6	1060.0
	"Madison County, TN"	"47113"	4859	490640	990.3	862.2
	"Marion County, TN"	"47115"	1809	141815	1275.6	1007.8
	"Marshall County, TN"	"47117"	1610	156676	1027.6	917.3
	"Maury County, TN"	"47119"	4318	428837	1006.9	897.7
	"Meigs County, TN"	"47121"	785	59018	1330.1	1096.2
	"Monroe County, TN"	"47123"	2636	227410	1159.1	915.8
	"Montgomery County, TN"	"47125"	5846	948545	616.3	882.7
	"Moore County, TN"	"47127"	325	31568	1029.5	703.3
	"Morgan County, TN"	"47129"	1172	108442	1080.8	959.1
	"Obion County, TN"	"47131"	1931	154500	1249.8	935.0
	"Overton County, TN"	"47133"	1464	110452	1325.5	1021.4
	"Perry County, TN"	"47135"	581	39455	1472.6	1073.8
	"Pickett County, TN"	"47137"	352	25479	1381.5	856.0
	"Polk County, TN"	"47139"	1101	83484	1318.8	1007.9
	"Putnam County, TN"	"47141"	4079	373262	1092.8	955.3
	"Rhea County, TN"	"47143"	1992	162305	1227.3	1011.2
	"Roane County, TN"	"47145"	3588	264914	1354.4	927.9
	"Robertson County, TN"	"47147"	3205	339527	944.0	935.7
	"Rutherford County, TN"	"47149"	8778	1451444	604.8	786.2
	"Scott County, TN"	"47151"	1373	110146	1246.5	1140.4
	"Sequatchie County, TN"	"47153"	822	73548	1117.6	877.9
	"Sevier County, TN"	"47155"	4987	472685	1055.0	879.5
	"Shelby County, TN"	"47157"	39945	4684952	852.6	883.0
	"Smith County, TN"	"47159"	1040	95878	1084.7	989.1
	"Stewart County, TN"	"47161"	807	66284	1217.5	954.1
	"Sullivan County, TN"	"47163"	10253	783221	1309.1	907.5
	"Sumner County, TN"	"47165"	7235	863930	837.5	780.6
	"Tipton County, TN"	"47167"	2831	307788	919.8	936.4
	"Trousdale County, TN"	"47169"	494	39852	1239.6	1107.1
	"Unicoi County, TN"	"47171"	1371	89727	1528.0	994.1
	"Union County, TN"	"47173"	1107	95405	1160.3	1025.1
	"Van Buren County, TN"	"47175"	381	28205	1350.8	1012.3
	"Warren County, TN"	"47177"	2421	200495	1207.5	999.8
	"Washington County, TN"	"47179"	6897	630219	1094.4	896.7
	"Wayne County, TN"	"47181"	1040	84211	1235.0	934.1
	"Weakley County, TN"	"47183"	1902	170119	1118.0	892.3
	"White County, TN"	"47185"	1832	131863	1389.3	1035.7
	"Williamson County, TN"	"47187"	5468	1028225	531.8	591.4
	"Wilson County, TN"	"47189"	5098	628080	811.7	794.1
	"Anderson County, TX"	"48001"	3226	288859	1116.8	1059.2
	"Andrews County, TX"	"48003"	618	86074	718.0	843.8
	"Angelina County, TX"	"48005"	4365	438286	995.9	872.3
	"Aransas County, TX"	"48007"	1720	123643	1391.1	864.6
	"Archer County, TX"	"48009"	421	43752	962.2	742.6
	"Armstrong County, TX"	"48011"	158	9637	1639.5	1127.1
	"Atascosa County, TX"	"48013"	1956	238552	819.9	786.6
	"Austin County, TX"	"48015"	1351	145535	928.3	730.0
	"Bailey County, TX"	"48017"	312	35655	875.1	790.9
	"Bandera County, TX"	"48019"	1047	105073	996.5	629.1
	"Bastrop County, TX"	"48021"	3242	391428	828.2	831.6
	"Baylor County, TX"	"48023"	308	18196	1692.7	958.6
	"Bee County, TX"	"48025"	1241	163528	758.9	825.7
	"Bell County, TX"	"48027"	10395	1654296	628.4	775.1
	"Bexar County, TX"	"48029"	62970	9293497	677.6	740.8
	"Blanco County, TX"	"48031"	573	54588	1049.7	711.2
	"Borden County, TX"	"48033"	24	3177	755.4	497.4
	"Bosque County, TX"	"48035"	1240	89766	1381.4	854.5
	"Bowie County, TX"	"48037"	5025	467414	1075.1	905.7
	"Brazoria County, TX"	"48039"	11041	1692097	652.5	759.0
	"Brazos County, TX"	"48041"	4819	1049478	459.2	670.7
	"Brewster County, TX"	"48043"	358	45938	779.3	596.2
	"Briscoe County, TX"	"48045"	100	7628	1311.0	823.8
	"Brooks County, TX"	"48047"	421	36086	1166.7	929.6
	"Brown County, TX"	"48049"	2452	189676	1292.7	948.2
	"Burleson County, TX"	"48051"	1081	87084	1241.3	859.3
	"Burnet County, TX"	"48053"	2377	222922	1066.3	725.8
	"Caldwell County, TX"	"48055"	1592	199240	799.0	772.3
	"Calhoun County, TX"	"48057"	1016	109024	931.9	792.7
	"Callahan County, TX"	"48059"	883	67981	1298.9	921.7
	"Cameron County, TX"	"48061"	13031	2093924	622.3	648.1
	"Camp County, TX"	"48063"	719	63154	1138.5	924.3
	"Carson County, TX"	"48065"	319	30134	1058.6	826.5
	"Cass County, TX"	"48067"	2031	151731	1338.6	911.6
	"Castro County, TX"	"48069"	317	39377	805.0	734.9
	"Chambers County, TX"	"48071"	1362	190359	715.5	862.9
	"Cherokee County, TX"	"48073"	2625	256287	1024.2	870.9
	"Childress County, TX"	"48075"	391	35296	1107.8	954.2
	"Clay County, TX"	"48077"	604	51835	1165.2	813.3
	"Cochran County, TX"	"48079"	159	14773	1076.3	988.4
	"Coke County, TX"	"48081"	259	16140	1604.7	893.9
	"Coleman County, TX"	"48083"	652	42381	1538.4	1002.3
	"Collin County, TX"	"48085"	19035	4433166	429.4	578.3
	"Collingsworth County, TX"	"48087"	189	15161	1246.6	967.0
	"Colorado County, TX"	"48089"	1345	103958	1293.8	855.1
	"Comal County, TX"	"48091"	5334	621169	858.7	708.8
	"Comanche County, TX"	"48093"	875	67529	1295.7	835.3
	"Concho County, TX"	"48095"	169	20711	816.0	694.5
	"Cooke County, TX"	"48097"	2071	194388	1065.4	836.6
	"Coryell County, TX"	"48099"	2226	378552	588.0	838.3
	"Cottle County, TX"	"48101"	144	7198	2000.6	1244.3
	"Crane County, TX"	"48103"	195	24115	808.6	868.1
	"Crockett County, TX"	"48105"	159	18693	850.6	769.5
	"Crosby County, TX"	"48107"	340	29935	1135.8	865.6
	"Culberson County, TX"	"48109"	87	11295	770.3	604.3
	"Dallam County, TX"	"48111"	229	35259	649.5	864.1
	"Dallas County, TX"	"48113"	77039	12565271	613.1	745.3
	"Dawson County, TX"	"48115"	681	66587	1022.7	905.8
	"Deaf Smith County, TX"	"48117"	755	95196	793.1	802.0
	"Delta County, TX"	"48119"	383	26132	1465.6	1015.4
	"Denton County, TX"	"48121"	16296	3773248	431.9	638.7
	"DeWitt County, TX"	"48123"	1285	103298	1244.0	837.2
	"Dickens County, TX"	"48125"	144	11184	1287.6	837.0
	"Dimmit County, TX"	"48127"	486	54208	896.5	803.8
	"Donley County, TX"	"48129"	261	17532	1488.7	919.8
	"Duval County, TX"	"48131"	657	57549	1141.6	956.2
	"Eastland County, TX"	"48133"	1288	91258	1411.4	938.3
	"Ector County, TX"	"48135"	5862	765885	765.4	938.4
	"Edwards County, TX"	"48137"	117	9569	1222.7	763.7
	"Ellis County, TX"	"48139"	5769	801124	720.1	803.8
	"El Paso County, TX"	"48141"	25497	4167962	611.7	666.6
	"Erath County, TX"	"48143"	1585	203206	780.0	758.0
	"Falls County, TX"	"48145"	933	86327	1080.8	846.3
	"Fannin County, TX"	"48147"	2108	168783	1248.9	936.4
	"Fayette County, TX"	"48149"	1583	124547	1271.0	712.0
	"Fisher County, TX"	"48151"	271	19236	1408.8	864.9
	"Floyd County, TX"	"48153"	340	30442	1116.9	798.8
	"Foard County, TX"	"48155"	107	6253	1711.2	989.0
	"Fort Bend County, TX"	"48157"	14161	3418780	414.2	556.3
	"Franklin County, TX"	"48159"	572	52854	1082.2	789.5
	"Freestone County, TX"	"48161"	1080	97923	1102.9	827.6
	"Frio County, TX"	"48163"	681	92712	734.5	823.2
	"Gaines County, TX"	"48165"	600	97426	615.9	783.5
	"Galveston County, TX"	"48167"	12705	1572427	808.0	797.0
	"Garza County, TX"	"48169"	243	32094	757.2	814.2
	"Gillespie County, TX"	"48171"	1673	128661	1300.3	623.4
	"Glasscock County, TX"	"48173"	34	6446	527.5	575.6
	"Goliad County, TX"	"48175"	428	37314	1147.0	775.6
	"Gonzales County, TX"	"48177"	991	101850	973.0	805.5
	"Gray County, TX"	"48179"	1345	115141	1168.1	987.2
	"Grayson County, TX"	"48181"	6902	621157	1111.2	897.4
	"Gregg County, TX"	"48183"	6312	616417	1024.0	909.6
	"Grimes County, TX"	"48185"	1406	135702	1036.1	885.0
	"Guadalupe County, TX"	"48187"	4984	736564	676.7	686.6
	"Hale County, TX"	"48189"	1522	175036	869.5	862.6
	"Hall County, TX"	"48191"	256	15809	1619.3	974.1
	"Hamilton County, TX"	"48193"	688	41160	1671.5	938.3
	"Hansford County, TX"	"48195"	258	27760	929.4	822.4
	"Hardeman County, TX"	"48197"	255	19762	1290.4	915.8
	"Hardin County, TX"	"48199"	2841	278121	1021.5	912.1
	"Harris County, TX"	"48201"	123690	22171286	557.9	720.6
	"Harrison County, TX"	"48203"	3229	332155	972.1	862.3
	"Hartley County, TX"	"48205"	218	29830	730.8	611.4
	"Haskell County, TX"	"48207"	427	29062	1469.3	912.0
	"Hays County, TX"	"48209"	4681	928432	504.2	664.7
	"Hemphill County, TX"	"48211"	172	20755	828.7	799.0
	"Henderson County, TX"	"48213"	5209	396064	1315.2	938.8
	"Hidalgo County, TX"	"48215"	20531	4141672	495.7	596.3
	"Hill County, TX"	"48217"	2139	174503	1225.8	870.5
	"Hockley County, TX"	"48219"	1046	116886	894.9	871.1
	"Hood County, TX"	"48221"	3391	271084	1250.9	779.8
	"Hopkins County, TX"	"48223"	1886	179222	1052.3	833.9
	"Houston County, TX"	"48225"	1499	114011	1314.8	878.6
	"Howard County, TX"	"48227"	1927	182113	1058.1	1020.9
	"Hudspeth County, TX"	"48229"	87	17403	499.9	434.2
